hook_id,disposition,file_path,symbol_or_class,monitor_type,metric_names,measured_boundary,dimensions,sampling_cardinality_policy,overhead_guard,privacy_rule,optimizing_python_strategy_coverage
hook-0206,aggregate boundary only,src/firmware/running_version.py,FirmwareVersionReading,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0207,aggregate boundary only,src/firmware/site_auto_upgrade.py,SiteAutoUpgradeConfig,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0208,aggregate boundary only,src/firmware/upgrade_service.py,GatewayFamily,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0209,aggregate boundary only,src/gateway/_wan2_variable_cluster.py,_ClusterBase,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0210,aggregate boundary only,src/gateway/_wan2_variable_device.py,_Wan2VariableDevice,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0211,aggregate boundary only,src/gateway/_wan2_variable_io.py,_Wan2VariableIO,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0212,aggregate boundary only,src/gateway/_wan2_variable_reporting.py,_Wan2VariableReporting,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0213,aggregate boundary only,src/gateway/_wan2_variable_selection.py,_Wan2VariableSelection,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0214,aggregate boundary only,src/gateway/_wan2_variable_template.py,_Wan2VariableTemplate,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0215,aggregate boundary only,src/gateway/device_template_cloner.py,DeviceTemplateClonerDeps,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0216,aggregate boundary only,src/gateway/gateway_export_utils.py,configure_gateway_export_utils_dependencies,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 5 serialization/validation; 7 measured Python loops
hook-0217,aggregate boundary only,src/gateway/gateway_ha_exporter.py,GatewayHaExporter,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 5 serialization/validation; 7 measured Python loops
hook-0218,aggregate boundary only,src/gateway/gateway_stats_exporter.py,configure_gateway_stats_exporter_dependencies,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 5 serialization/validation; 7 measured Python loops
hook-0219,aggregate boundary only,src/gateway/overrides/_deps.py,GatewayOverrideDependencies,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0220,aggregate boundary only,src/gateway/overrides/device_data_fetcher.py,DeviceDataFetcher,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0221,aggregate boundary only,src/gateway/overrides/override_classifier.py,OverrideClassifier,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0222,aggregate boundary only,src/gateway/overrides/override_report_writer.py,OverrideReportWriter,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0223,aggregate boundary only,src/gateway/overrides/wan_override_walker.py,WanOverrideWalker,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0224,aggregate boundary only,src/gateway/template_config.py,GatewayTemplateConfigManager,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 6 bounded caching; 8 object layout/GC
hook-0225,aggregate boundary only,src/gateway/wan2_migration_manager.py,WAN2MigrationDependencies,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0226,aggregate boundary only,src/gateway/wan2_variable.py,Wan2VariableDeps,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0227,aggregate boundary only,src/gateway/wan_probe_device_override_manager.py,WANProbeDeviceOverrideDependencies,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0228,aggregate boundary only,src/input/prompt_client_utils.py,PromptClientUtils,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0229,aggregate boundary only,src/inventory/csv_comparator.py,AddressComparisonCounters,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0230,aggregate boundary only,src/inventory/inventory_summary/pivot_renderer.py,PivotRenderer,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 5 serialization/validation; 7 measured Python loops
hook-0231,aggregate boundary only,src/inventory/inventory_summary/version_per_model_fetcher.py,VersionPerModelFetcher,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 5 serialization/validation; 7 measured Python loops
hook-0232,aggregate boundary only,src/inventory/org_device_inventory_msp.py,configure_org_device_inventory_msp_dependencies,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0233,aggregate boundary only,src/inventory/org_device_inventory_summary.py,configure_org_device_inventory_summary_dependencies,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0234,production hook,src/inventory/org_device_inventory_summary_facade.py,OrgDeviceInventorySummary.dispatch,operation_span,"perf.wall_ns,perf.process_cpu_ns,perf.calls_total,perf.errors_total,work.items_total",Measure the complete named operation from entry through cleanup. Correlate nested costs with cProfile.,"file,symbol,operation,status,workload_size,state",Off by default. Enable for a named operation. Sample at most 1 in 100 successful calls. Keep all failures.,Use perf_counter_ns and process_time_ns only. Buffer events. Do not time each internal function.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 2 I/O/sequential batching; 7 measured Python loops
hook-0235,aggregate boundary only,src/maps/_browser_opener.py,DelayedBrowserOpener,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0236,aggregate boundary only,src/maps/_container_detection.py,is_running_in_container,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0237,production hook,src/maps/_flask_viewer.py,_handle_map_data_request,serializer,"serialize.wall_ns,serialize.process_cpu_ns,serialize.calls_total,serialize.input_bytes,serialize.output_bytes,serialize.items_total,serialize.errors_total","Measure one encode, decode, flatten, validation, or render boundary, including required conversion work.","file,symbol,format,operation,size_bucket,workload_size,state",Enable only for named workloads. Bucket sizes. Sample at most 1 in 100 production calls.,Use length metadata when available. Do not copy a payload only to count bytes. Use tracemalloc in a separate diagnostic run.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 5 serialization/validation; 7 measured Python loops; 10 native acceleration
hook-0238,production hook,src/maps/_flask_viewer.py,_fetch_map_image_bytes,http_transport,"http.wall_ns,http.process_cpu_ns,http.requests_total,http.retries_total,http.pages_total,http.request_bytes,http.response_bytes,http.items_total,http.status_total","Measure the transport call, each retry, each page, and response decoding as separate nonoverlapping stages.","file,symbol,endpoint_template,method,status_class,retry_reason,page_bucket,workload_size,state",Count every request. Sample timing for at most 1 in 20 successes. Keep all retries and failures. Never label raw URLs or identifiers.,Use monotonic nanosecond clocks. Reuse transport metadata. Do not serialize payloads to measure their size.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",2 I/O/sequential batching; 5 serialization/validation; 6 bounded caching
hook-0239,production hook,src/maps/_maps_backup.py,_http_get_bytes,http_transport,"http.wall_ns,http.process_cpu_ns,http.requests_total,http.retries_total,http.pages_total,http.request_bytes,http.response_bytes,http.items_total,http.status_total","Measure the transport call, each retry, each page, and response decoding as separate nonoverlapping stages.","file,symbol,endpoint_template,method,status_class,retry_reason,page_bucket,workload_size,state",Count every request. Sample timing for at most 1 in 20 successes. Keep all retries and failures. Never label raw URLs or identifiers.,Use monotonic nanosecond clocks. Reuse transport metadata. Do not serialize payloads to measure their size.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",2 I/O/sequential batching; 5 serialization/validation; 6 bounded caching
hook-0240,production hook,src/maps/_maps_backup.py,_write_backup,serializer_file,"serialize.wall_ns,serialize.process_cpu_ns,serialize.input_bytes,serialize.output_bytes,file.wall_ns,file.operations_total,file.write_bytes",Measure serialization and file writing as separate child stages under one operation.,"file,symbol,format,file_kind,size_bucket,status,workload_size,state",Enable for selected exports. Sample at most 1 in 50 successes. Keep aggregate counts for every enabled operation.,Avoid duplicate encoding. Do not start tracemalloc in normal operation. Buffer telemetry outside the measured stage.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",2 I/O/sequential batching; 4 allocations/copying; 5 serialization/validation; 7 measured Python loops
hook-0241,aggregate boundary only,src/maps/_maps_clone.py,clone_map,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0242,aggregate boundary only,src/maps/_maps_coverage.py,MapLayers,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0243,aggregate boundary only,src/maps/_maps_matplotlib.py,launch_viewer_standalone,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
